,file_name,game_age,game_cat,game_fans,game_players,game_time,game_weight
195,html_files_games\_boardgame_107255_evo-second-edition.html,Age: 14+,"Rank: Overall 1,093 Strategy 606 Family 257",67,2–5 Players,60 Min,2.38 / 5
196,html_files_games\_boardgame_1072_watn-dat.html,Age: 10+,"Rank: Overall 4,486 Party 222 Family 1,055",0,3–8 Players,60 Min,1.18 / 5
197,html_files_games\_boardgame_107372_les-rois-francs.html,Age: ––,,7,2 Players,60 Min,1.47 / 5
198,html_files_games\_boardgame_107463_help-me.html,Age: 7+,,6,2–6 Players,10 Min,1.38 / 5
199,html_files_games\_boardgame_107529_kingdom-builder.html,Age: 8+,Rank: Overall 482 Strategy 339 Family 106,577,2–4 Players,45 Min,2.07 / 5
200,html_files_games\_boardgame_10756_dancing-dice.html,Age: 8+,,4,2–6 Players,30 Min,1.10 / 5
201,html_files_games\_boardgame_107635_kairo.html,Age: 8+,"Rank: Overall 4,238 Strategy 1,401 Family 1,007",10,2–4 Players,45 Min,2.57 / 5
202,html_files_games\_boardgame_107638_master-merchant.html,Age: 10+,"Rank: Overall 5,691",10,3–4 Players,15 Min,2.12 / 5
203,html_files_games\_boardgame_107649_catch-falling-star.html,Age: 5+,,4,1–5 Players,15 Min,1.00 / 5
204,html_files_games\_boardgame_107704_fief.html,Age: 12+,"Rank: Overall 3,001 Strategy 1,169",50,3–6 Players,120 Min,3.64 / 5
205,html_files_games\_boardgame_107861_warriors-traders.html,Age: 12+,"Rank: Overall 5,324 Strategy 1,565",40,2–6 Players,120 Min,2.97 / 5
206,html_files_games\_boardgame_10788_hellenes-campaigns-peloponnesian-war.html,Age: 12+,"Rank: Overall 2,094 War 177",51,2 Players,240 Min,2.99 / 5
207,html_files_games\_boardgame_10789_pitch.html,Age: 12+,"Rank: Overall 4,413",6,2–4 Players,30 Min,1.77 / 5
208,html_files_games\_boardgame_107917_call-arms-star-fleet.html,Age: ––,,33,2 Players,Time: ––,3.33 / 5
209,html_files_games\_boardgame_108012_collapsible-d-final-minutes-titanic.html,Age: 12+,,19,3–6 Players,30 Min,2.00 / 5
210,html_files_games\_boardgame_108018_riichi-mahjong.html,Age: 8+,"Rank: Overall 3,096 Abstract 120",49,4 Players,60–120 Min,3.07 / 5
211,html_files_games\_boardgame_108044_nefarious.html,Age: 8+,"Rank: Overall 2,095 Family 631",111,2–6 Players,30–45 Min,1.74 / 5
212,html_files_games\_boardgame_108080_shadows-upon-lassadar.html,Age: 10+,,37,1 Players,30 Min,2.14 / 5
213,html_files_games\_boardgame_10814_dawn-under.html,Age: 6+,"Rank: Overall 3,023 Family 823",3,2–6 Players,30 Min,1.65 / 5
214,html_files_games\_boardgame_108157_kalimambo.html,Age: 8+,"Rank: Overall 5,302 Family 1,185",5,3–7 Players,30 Min,1.00 / 5
215,html_files_games\_boardgame_108161_aquileia.html,Age: 12+,"Rank: Overall 3,249",20,3–5 Players,90 Min,2.92 / 5
216,html_files_games\_boardgame_10819_navia-dratp.html,Age: 8+,"Rank: Overall 2,233 Abstract 78 Customizable 53",53,2 Players,30 Min,2.89 / 5
217,html_files_games\_boardgame_1081_die-schlacht-der-dinosaurier.html,Age: 10+,,10,2–4 Players,60 Min,1.22 / 5
218,html_files_games\_boardgame_10829_krieg-world-war-ii-europe.html,Age: 12+,,3,2–3 Players,300–1800 Min,3.57 / 5
219,html_files_games\_boardgame_108341_dynamite-nurse.html,Age: 16+,,16,3–5 Players,50 Min,2.00 / 5
220,html_files_games\_boardgame_108344_might-magic-heroes.html,Age: 12+,"Rank: Overall 3,211 Thematic 520 Strategy 1,235",130,2–4 Players,180 Min,3.30 / 5
221,html_files_games\_boardgame_108377_space-station.html,Age: 12+,"Rank: Overall 4,547 Thematic 641 Strategy 1,451",20,2–6 Players,60 Min,2.18 / 5
222,html_files_games\_boardgame_108429_age-reason.html,Age: 12+,"Rank: Overall 6,388",10,3–7 Players,150 Min,3.64 / 5
223,html_files_games\_boardgame_108430_fuentes-de-onoro-1811.html,Age: ––,"Rank: Overall 5,510 War 652",16,2 Players,240 Min,2.70 / 5
224,html_files_games\_boardgame_108637_wilderness.html,Age: 13+,"Rank: Overall 4,404 Thematic 622",39,2–8 Players,60 Min,2.09 / 5
225,html_files_games\_boardgame_108665_zpocalypse.html,Age: 13+,"Rank: Overall 4,718 Thematic 689 Strategy 1,555",188,1–4 Players,100 Min,3.38 / 5
226,html_files_games\_boardgame_108705_tuareg.html,Age: 10+,"Rank: Overall 5,989",5,2–5 Players,30 Min,1.40 / 5
227,html_files_games\_boardgame_108722_dreadfleet.html,Age: 12+,"Rank: Overall 2,022 War 478 Thematic 367",161,2–10 Players,60 Min,2.94 / 5
228,html_files_games\_boardgame_108737_air-show.html,Age: 14+,,6,2–5 Players,90 Min,2.55 / 5
229,html_files_games\_boardgame_108745_seasons.html,Age: 14+,Rank: Overall 174 Strategy 138,888,2–4 Players,60 Min,2.77 / 5
230,html_files_games\_boardgame_108783_dr-shark.html,Age: 8+,"Rank: Overall 5,408 Family 1,193",9,2–6 Players,45 Min,1.60 / 5
231,html_files_games\_boardgame_108784_ascension-storm-souls.html,Age: 13+,Rank: Overall 588 Strategy 343,160,1–4 Players,30 Min,2.32 / 5
232,html_files_games\_boardgame_108831_kulami.html,Age: 10+,"Rank: Overall 2,835 Abstract 85",28,2 Players,30 Min,1.69 / 5
233,html_files_games\_boardgame_10884_white-bear-red-moon.html,Age: ––,,10,1–3 Players,90 Min,3.22 / 5
234,html_files_games\_boardgame_108906_thunder-alley.html,Age: 10+,Rank: Overall 597 Thematic 123,193,2–7 Players,90 Min,2.37 / 5
235,html_files_games\_boardgame_108_tamsk.html,Age: 8+,"Rank: Overall 1,688 Abstract 72",21,2 Players,20 Min,2.29 / 5
236,html_files_games\_boardgame_10904_new-rules-classic-games.html,Age: 10+,"Rank: Overall 5,211 Abstract 160",5,Players,20–300 Min,2.00 / 5
237,html_files_games\_boardgame_10908_minotaur-lords.html,Age: 12+,"Rank: Overall 5,098 Strategy 1,568",13,2 Players,30 Min,2.08 / 5
238,html_files_games\_boardgame_109125_wallenstein-second-edition.html,Age: 12+,Rank: Overall 884 Strategy 430,75,2–5 Players,90–120 Min,3.22 / 5
239,html_files_games\_boardgame_109143_trick-or-treat.html,Age: 13+,,24,2–6 Players,45 Min,1.67 / 5
240,html_files_games\_boardgame_10916_spearhead.html,Age: 12+,,4,2–6 Players,120 Min,2.92 / 5
241,html_files_games\_boardgame_109215_gunship-first-strike.html,Age: 13+,,96,2–4 Players,30 Min,2.42 / 5
242,html_files_games\_boardgame_109276_kanban-drivers-edition.html,Age: 12+,Rank: Overall 187 Strategy 105,281,2–4 Players,90–120 Min,4.32 / 5
243,html_files_games\_boardgame_109285_nations-arms-valmy-waterloo.html,Age: ––,,31,2–7 Players,3000 Min,4.08 / 5
244,html_files_games\_boardgame_109291_sails-glory.html,Age: 13+,"Rank: Overall 1,361 War 140",249,2–4 Players,45 Min,2.92 / 5
245,html_files_games\_boardgame_109296_clue-world-harry-potter.html,Age: 9+,,2,3–5 Players,30 Min,2.00 / 5
246,html_files_games\_boardgame_10934_things.html,Age: ––,"Rank: Overall 3,271 Party 253",39,4–15 Players,45 Min,1.24 / 5
247,html_files_games\_boardgame_109451_fistful-penguins.html,Age: 8+,"Rank: Overall 3,864 Family 1,001",17,1–6 Players,15 Min,1.34 / 5
248,html_files_games\_boardgame_10947_master-thieves.html,Age: 10+,"Rank: Overall 2,842 Party 172",20,2–8 Players,60 Min,2.34 / 5
249,html_files_games\_boardgame_109548_hemloch.html,Age: ––,"Rank: Overall 3,456",41,2 Players,30 Min,2.00 / 5
250,html_files_games\_boardgame_109635_washingtons-crossing.html,Age: ––,,14,2 Players,480 Min,3.08 / 5
251,html_files_games\_boardgame_10964_aprils-harvest-battle-shiloh-april-6-7-1862.html,Age: 12+,"Rank: Overall 5,142 War 727",11,2 Players,240 Min,3.44 / 5
252,html_files_games\_boardgame_109657_ocean-limbo.html,Age: 5+,,2,2–5 Players,20 Min,1.06 / 5
253,html_files_games\_boardgame_10971_board-and-table-games-many-civilizations.html,Age: 12+,,0,Players,Time: ––,2.33 / 5
254,html_files_games\_boardgame_109764_quarantine.html,Age: 13+,"Rank: Overall 3,677 Strategy 1,344",61,2–4 Players,60 Min,2.14 / 5
255,html_files_games\_boardgame_109779_garden-dice.html,Age: 13+,"Rank: Overall 1,915 Strategy 923 Family 497",73,2–4 Players,60 Min,2.12 / 5
256,html_files_games\_boardgame_109801_sticky-stickz.html,Age: 8+,"Rank: Overall 6,089",8,2–5 Players,10 Min,1.00 / 5
257,html_files_games\_boardgame_10986_borodino-battle-moskova-1812.html,Age: 12+,"Rank: Overall 5,780 War 977",5,1–2 Players,120 Min,2.95 / 5
258,html_files_games\_boardgame_10989_conhex.html,Age: 10+,"Rank: Overall 3,768 Abstract 121",14,2 Players,30 Min,2.36 / 5
259,html_files_games\_boardgame_1098_judge-dredd.html,Age: 8+,"Rank: Overall 4,706 Thematic 703",38,2–6 Players,90 Min,1.92 / 5
260,html_files_games\_boardgame_109922_combat-infantry.html,Age: ––,,21,Players,Time: ––,2.50 / 5
261,html_files_games\_boardgame_10995_reinforce-right.html,Age: 12+,,9,1–2 Players,180 Min,3.00 / 5
262,html_files_games\_boardgame_109969_mutant-meeples.html,Age: 8+,"Rank: Overall 2,589 Abstract 127",22,2–7 Players,45 Min,2.46 / 5
263,html_files_games\_boardgame_10997_boomtown.html,Age: 10+,"Rank: Overall 1,552 Family 432",36,3–5 Players,30 Min,1.70 / 5
264,html_files_games\_boardgame_109_wettstreit-der-baumeister.html,Age: 10+,"Rank: Overall 5,370",4,3–4 Players,45 Min,2.00 / 5
265,html_files_games\_boardgame_10_elfenland.html,Age: 10+,Rank: Overall 862 Family 218,90,2–6 Players,60 Min,2.16 / 5
266,html_files_games\_boardgame_11002_farfalia.html,Age: 8+,,2,2–5 Players,35 Min,1.50 / 5
267,html_files_games\_boardgame_110102_siberia.html,Age: 10+,"Rank: Overall 3,466 Strategy 1,251",13,2–4 Players,60 Min,2.37 / 5
268,html_files_games\_boardgame_1101_flying-carpet.html,Age: 12+,,6,3–6 Players,20 Min,1.50 / 5
269,html_files_games\_boardgame_110277_among-stars.html,Age: 12+,Rank: Overall 480 Strategy 305,326,2–4 Players,30 Min,2.23 / 5
270,html_files_games\_boardgame_110286_zong-shi.html,Age: 13+,"Rank: Overall 4,020",23,3–5 Players,60–90 Min,2.55 / 5
271,html_files_games\_boardgame_110327_lords-waterdeep.html,Age: 12+,Rank: Overall 51 Strategy 53,"2,780",2–5 Players,60–120 Min,2.48 / 5
272,html_files_games\_boardgame_110331_infarkt.html,Age: 10+,"Rank: Overall 3,514 Party 193",16,2–5 Players,45 Min,1.72 / 5
273,html_files_games\_boardgame_11038_fiasco.html,Age: 12+,"Rank: Overall 5,493",5,2–6 Players,15 Min,1.25 / 5
274,html_files_games\_boardgame_110524_goblins-inc.html,Age: 13+,"Rank: Overall 2,547 Thematic 453",52,2–4 Players,60 Min,2.33 / 5
275,html_files_games\_boardgame_11057_great-battles-alexander-deluxe-edition.html,Age: 12+,"Rank: Overall 1,454 War 74",64,2–4 Players,240 Min,3.61 / 5
276,html_files_games\_boardgame_110643_le-retour-de-lempereur.html,Age: ––,,13,2–8 Players,Time: ––,3.33 / 5
277,html_files_games\_boardgame_1107_nyet.html,Age: 10+,"Rank: Overall 1,307 Strategy 699",36,2–5 Players,30 Min,1.92 / 5
278,html_files_games\_boardgame_11081_familienbande.html,Age: 8+,"Rank: Overall 3,612 Strategy 1,315 Family 931",18,2–4 Players,20 Min,1.65 / 5
279,html_files_games\_boardgame_110868_locke-key-game.html,Age: 15+,"Rank: Overall 4,459 Strategy 1,489",38,3–6 Players,30 Min,1.75 / 5
280,html_files_games\_boardgame_110870_cavemen-quest-fire.html,Age: 13+,"Rank: Overall 3,948 Family 983",26,2–5 Players,45 Min,1.88 / 5
281,html_files_games\_boardgame_11091_leuthen-fredericks-greatest-victory.html,Age: 16+,"Rank: Overall 5,824 War 743",12,1–2 Players,360 Min,3.87 / 5
282,html_files_games\_boardgame_11093_zorndorf.html,Age: 12+,"Rank: Overall 5,789 War 797",11,1–2 Players,360 Min,4.00 / 5
283,html_files_games\_boardgame_11096_tahuantinsuyu.html,Age: 12+,"Rank: Overall 2,525 Strategy 1,055",12,3–4 Players,180 Min,3.27 / 5
284,html_files_games\_boardgame_110_auf-achse.html,Age: 8+,"Rank: Overall 2,715 Family 761",24,2–6 Players,60 Min,1.96 / 5
285,html_files_games\_boardgame_11104_whos-ass.html,Age: 8+,"Rank: Overall 4,272 Party 282 Family 1,062",5,3–12 Players,30 Min,1.25 / 5
286,html_files_games\_boardgame_111069_karnag.html,Age: 14+,"Rank: Overall 5,312",12,2–5 Players,120 Min,3.41 / 5
287,html_files_games\_boardgame_11106_warhammer-40000-rogue-trader.html,Age: 12+,"Rank: Overall 3,019 War 598",48,2 Players,120 Min,3.71 / 5
288,html_files_games\_boardgame_111081_animal-upon-animal-crest-climbers.html,Age: 4+,"Rank: Overall 3,462",3,2–4 Players,15 Min,1.11 / 5
289,html_files_games\_boardgame_111105_agents-smersh.html,Age: 13+,"Rank: Overall 1,234 Thematic 243",203,1–4 Players,90 Min,2.51 / 5
290,html_files_games\_boardgame_111119_perplexus-rookie.html,Age: ––,"Rank: Overall 6,513",1,1 Players,10 Min,1.80 / 5
291,html_files_games\_boardgame_11111_red-starwhite-eagle-russo-polish-war-1920.html,Age: 12+,"Rank: Overall 6,491 War 929",10,2 Players,Time: ––,3.13 / 5
292,html_files_games\_boardgame_111124_dark-moon.html,Age: 12+,Rank: Overall 830 Thematic 190,181,3–7 Players,60–75 Min,2.32 / 5
293,html_files_games\_boardgame_111148_wurfel-bohnanza.html,Age: 10+,"Rank: Overall 1,596 Family 417",32,2–5 Players,45 Min,1.32 / 5
294,html_files_games\_boardgame_111172_crooks.html,Age: 10+,"Rank: Overall 5,855",16,2–4 Players,15 Min,1.43 / 5
295,html_files_games\_boardgame_111173_little-devils.html,Age: 8+,"Rank: Overall 4,077 Family 1,026",13,3–6 Players,15 Min,1.34 / 5
296,html_files_games\_boardgame_1111_taboo.html,Age: 12+,"Rank: Overall 1,734 Party 171",111,4–10 Players,20 Min,1.23 / 5
297,html_files_games\_boardgame_11122_proud-monster-barbarossa-campaign.html,Age: 12+,"Rank: Overall 4,664 War 602",10,2 Players,660 Min,3.16 / 5
298,html_files_games\_boardgame_111341_great-zimbabwe.html,Age: 14+,Rank: Overall 328 Strategy 164,124,2–5 Players,90–150 Min,3.69 / 5
299,html_files_games\_boardgame_111379_my-very-first-games-animal-upon-animal.html,Age: 2+,,1,1–4 Players,10 Min,1.00 / 5
300,html_files_games\_boardgame_11139_bloody-april-battle-shiloh-1862.html,Age: 12+,,9,2–6 Players,1200 Min,4.25 / 5
301,html_files_games\_boardgame_111417_great-heartland-hauling-co.html,Age: 10+,"Rank: Overall 1,089 Strategy 621 Family 248",129,2–4 Players,30 Min,1.86 / 5
302,html_files_games\_boardgame_111502_star-trek-deck-building-game-next-generation-next.html,Age: 13+,"Rank: Overall 3,006 Customizable 82 Thematic 478",38,2–4 Players,90 Min,2.48 / 5
303,html_files_games\_boardgame_11159_dungeoneer-haunted-woods-malthorin.html,Age: 13+,"Rank: Overall 3,915 Thematic 594",10,2 Players,45 Min,2.22 / 5
304,html_files_games\_boardgame_1115_poker.html,Age: 12+,Rank: Overall 921 Strategy 622,151,2–10 Players,60 Min,2.46 / 5
305,html_files_games\_boardgame_11161_dungeoneer-den-wererats.html,Age: 12+,"Rank: Overall 4,068 Thematic 601",9,2 Players,30 Min,2.11 / 5
306,html_files_games\_boardgame_11166_brandywine-germantown.html,Age: 12+,"Rank: Overall 6,293 War 880",13,2–4 Players,360 Min,4.17 / 5
307,html_files_games\_boardgame_11168_flames-war-world-war-ii-miniatures-game.html,Age: 14+,"Rank: Overall 1,928 War 320",122,2 Players,120 Min,3.28 / 5
308,html_files_games\_boardgame_1116_oh-hell.html,Age: 10+,"Rank: Overall 2,002 Family 507",15,3–7 Players,30 Min,1.77 / 5
309,html_files_games\_boardgame_11170_heroscape-master-set-rise-valkyrie.html,Age: 8+,Rank: Overall 288 Customizable 21 Thematic 77,500,2–4 Players,90 Min,2.29 / 5
310,html_files_games\_boardgame_111732_kings-air-and-steam.html,Age: 13+,"Rank: Overall 1,503 Strategy 759",112,2–7 Players,90 Min,2.84 / 5
311,html_files_games\_boardgame_111799_cuba-libre.html,Age: ––,Rank: Overall 483 War 34,186,1–4 Players,180 Min,3.52 / 5
312,html_files_games\_boardgame_1117_youre-bluffing.html,Age: 10+,"Rank: Overall 1,363 Family 377",38,3–5 Players,45 Min,1.62 / 5
313,html_files_games\_boardgame_11182_super-scrabble.html,Age: 8+,"Rank: Overall 3,977 Family 1,023",16,2–4 Players,60 Min,2.14 / 5
314,html_files_games\_boardgame_111866_rise.html,Age: 8+,,31,2 Players,20 Min,1.83 / 5
315,html_files_games\_boardgame_111999_pharaoh-code.html,Age: 10+,,4,2–5 Players,20 Min,1.40 / 5
316,html_files_games\_boardgame_111_rheinlander.html,Age: 12+,"Rank: Overall 1,841 Strategy 894",21,3–5 Players,45 Min,2.42 / 5
317,html_files_games\_boardgame_11202_first-world-war.html,Age: 12+,"Rank: Overall 5,238 War 1,369",25,2–4 Players,90 Min,2.34 / 5
318,html_files_games\_boardgame_112092_shadowrift.html,Age: 14+,"Rank: Overall 1,524 Thematic 278",339,1–6 Players,45–120 Min,2.69 / 5
319,html_files_games\_boardgame_112118_red.html,Age: 7+,,8,3 Players,20 Min,2.33 / 5
320,html_files_games\_boardgame_112138_krosmaster-arena.html,Age: 14+,"Rank: Overall 1,040 Customizable 56",326,2–4 Players,60 Min,2.65 / 5
321,html_files_games\_boardgame_112192_sugar-gliders.html,Age: 8+,"Rank: Overall 4,482 Abstract 189 Family 1,039",13,2–4 Players,30 Min,2.10 / 5
322,html_files_games\_boardgame_11229_star-wars-miniatures.html,Age: 12+,"Rank: Overall 1,614 Customizable 59",137,2 Players,60 Min,2.32 / 5
323,html_files_games\_boardgame_11231_snorta.html,Age: 8+,"Rank: Overall 3,389 Family 937",19,3–8 Players,20 Min,1.10 / 5
324,html_files_games\_boardgame_112373_braverats.html,Age: 8+,"Rank: Overall 1,933 Family 543",33,2 Players,15 Min,1.14 / 5
325,html_files_games\_boardgame_112381_abaddon.html,Age: 14+,"Rank: Overall 4,879 War 951 Thematic 639",35,2–4 Players,45 Min,2.18 / 5
326,html_files_games\_boardgame_112598_monster-factory.html,Age: 5+,"Rank: Overall 4,106 Children's 95 Family 1,018",17,2–6 Players,30 Min,1.15 / 5
327,html_files_games\_boardgame_1125_big-shot.html,Age: 10+,"Rank: Overall 3,520 Strategy 1,283 Family 894",7,2–4 Players,30 Min,2.00 / 5
328,html_files_games\_boardgame_11265_wellington.html,Age: 12+,"Rank: Overall 2,331 War 330",32,2–4 Players,180 Min,3.21 / 5
329,html_files_games\_boardgame_112686_epic-spell-wars-battle-wizards-duel-mt-skullzfyre.html,Age: 15+,"Rank: Overall 1,390 Party 161",306,2–6 Players,30 Min,1.59 / 5
330,html_files_games\_boardgame_112694_hockey-blast-pro-hockey-game.html,Age: 12+,"Rank: Overall 5,801",20,1–2 Players,45 Min,2.00 / 5
331,html_files_games\_boardgame_11269_roads-leningrad.html,Age: 12+,"Rank: Overall 3,167 War 300",29,2 Players,180 Min,3.40 / 5
332,html_files_games\_boardgame_11274_devils-horsemen.html,Age: 12+,"Rank: Overall 3,764 War 440",21,2 Players,240 Min,3.51 / 5
333,html_files_games\_boardgame_11283_1895-namibia.html,Age: 12+,,4,3 Players,180 Min,3.20 / 5
334,html_files_games\_boardgame_11284_1862.html,Age: 12+,,5,4–7 Players,360 Min,3.67 / 5
335,html_files_games\_boardgame_112869_munchkin-apocalypse.html,Age: 10+,"Rank: Overall 2,658 Party 221",55,3–6 Players,90 Min,2.05 / 5
336,html_files_games\_boardgame_112991_munchkin-conan.html,Age: 10+,"Rank: Overall 4,850",27,3–6 Players,90 Min,1.64 / 5
337,html_files_games\_boardgame_112_condottiere.html,Age: 14+,Rank: Overall 819 Strategy 521,179,2–6 Players,45 Min,1.96 / 5
338,html_files_games\_boardgame_113289_snake-oil.html,Age: 10+,"Rank: Overall 1,347 Party 84",65,3–10 Players,30 Min,1.16 / 5
339,html_files_games\_boardgame_113293_article-27-un-security-council-game.html,Age: 10+,"Rank: Overall 2,607 Thematic 434 Family 701",39,3–6 Players,30 Min,2.12 / 5
340,html_files_games\_boardgame_113294_escape-curse-temple.html,Age: 8+,Rank: Overall 453 Family 103,578,1–5 Players,10 Min,1.48 / 5
341,html_files_games\_boardgame_113301_clocks.html,Age: 8+,,10,1–4 Players,30 Min,1.79 / 5
342,html_files_games\_boardgame_11330_jass.html,Age: 8+,"Rank: Overall 6,045",8,3–4 Players,45 Min,2.29 / 5
343,html_files_games\_boardgame_113401_timeline-events.html,Age: 8+,"Rank: Overall 1,011 Party 66 Family 249",53,2–8 Players,15 Min,1.11 / 5
344,html_files_games\_boardgame_113567_mediterranean-empires.html,Age: 10+,"Rank: Overall 5,104 War 877 Strategy 1,526",28,2–8 Players,60–240 Min,2.79 / 5
345,html_files_games\_boardgame_113636_edo.html,Age: 12+,"Rank: Overall 1,145 Strategy 599",62,2–4 Players,60 Min,2.94 / 5
346,html_files_games\_boardgame_113656_111-alarm-dla-warszawy.html,Age: 10+,,6,2 Players,15 Min,1.64 / 5
347,html_files_games\_boardgame_113853_richard-scarrys-busytown-busy-busy-airport-game.html,Age: 3+,"Rank: Overall 6,411 Children's 115",6,2–4 Players,15 Min,1.13 / 5
348,html_files_games\_boardgame_11385_stratego-lord-rings-trilogy-edition.html,Age: 8+,"Rank: Overall 5,634 Strategy 1,674 Family 1,295",9,2 Players,45 Min,2.09 / 5
349,html_files_games\_boardgame_113873_hunters-german-u-boats-war-1939-43.html,Age: 12+,"Rank: Overall 1,043 War 70",334,1–2 Players,120 Min,2.56 / 5
